latitude,longitude,year,rebgovicews,govrebicewsstand,rebcivicews,rebcivicewsstand,rebgovicewsstand,govcivicews,govcivicewsstand,govrebged,govcivged,rebcivged,rebgovged,govrebgedstand,govcivgedstand,rebcivgedstand,rebgovgedstand
3.437222,-76.522499,2007,,0,0,0,,0,0,1,0,0,1,0,0,0,0
3.530833,-75.680557,2007,,0,0,0,,0,0,0,0,0,1,0,0,0,0
3.539444,-76.303612,2007,,0,0,0,,0,0,0,0,0,1,0,0,0,0
3.591466,-75.381775,2007,,0,0,0,,0,0,0,0,0,1,0,0,0,0
3.8800991,-77.031166,2007,,0,0,0,,0,0,0,1,1,5,0,0,0,2
3.9008889,-76.297829,2007,,0,0,0,,0,0,1,0,0,1,0,0,0,1
3.935024,-74.600357,2007,,0,0,0,,0,0,0,0,0,1,0,0,0,0
4.0107961,-75.604927,2007,,0,0,0,,0,0,0,0,0,1,0,0,0,0
4.0846558,-76.195358,2007,,0,0,0,,0,0,0,0,0,1,0,0,0,0
4.438889,-75.232224,2007,,0,0,0,,0,0,0,0,0,1,0,0,0,0
4.649178,-74.062828,2007,,0,0,0,,0,0,0,0,1,1,0,0,0,0
4.719295,-74.929184,2007,,0,0,0,,0,0,0,0,0,1,0,0,0,0
4.7833328,-75.01667,2007,,0,0,0,,0,0,1,0,0,1,0,0,0,0
5.1728191,-72.547058,2007,,0,0,0,,0,0,1,0,0,0,0,0,0,0
5.412581,-74.992188,2007,,0,0,0,,0,0,1,0,0,1,0,0,0,1
6.1567569,-71.763718,2007,,0,0,0,,0,0,1,0,0,0,0,0,0,0
6.2182622,-73.811211,2007,,0,0,0,,0,0,0,0,0,1,0,0,0,1
6.9632082,-75.417374,2007,,0,0,0,,0,0,0,0,1,0,0,0,1,0
7.4438338,-77.115005,2007,,0,0,0,,0,0,0,0,1,0,0,0,1,0
7.4775438,-73.922554,2007,,0,0,0,,0,0,1,0,0,0,0,0,0,0
8.0194912,-76.642365,2007,,0,0,0,,0,0,0,0,3,0,0,0,2,0
.51327801,-76.500748,2008,,0,0,0,,0,0,0,0,0,1,0,0,0,0
1.6781681,-75.284653,2008,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.121722,-74.766144,2008,,0,0,0,,0,0,0,0,1,0,0,0,0,0
2.330225,-72.627647,2008,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.3934059,-75.892319,2008,,0,0,0,,0,0,0,0,1,0,0,0,0,0
2.5007391,-76.874756,2008,,0,0,0,,0,0,1,0,0,0,0,0,0,0
2.522953,-75.314919,2008,,0,0,0,,0,0,1,0,0,0,0,0,0,0
2.5728581,-72.645912,2008,,0,0,0,,0,0,1,0,0,1,0,0,0,0
2.654722,-75.992775,2008,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.797395,-76.483162,2008,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.8635261,-75.233727,2008,,0,0,0,,0,0,0,0,0,1,0,0,0,0
3.1242831,-73.751564,2008,,0,0,0,,0,0,1,0,0,0,0,0,0,0
3.1730111,-76.262749,2008,,0,0,0,,0,0,0,0,0,1,0,0,0,0
3.1748409,-76.461967,2008,,0,0,0,,0,0,0,1,0,0,0,0,0,0
3.21,-75.9347,2008,,0,0,0,,0,0,1,0,0,0,0,0,0,0
3.3222971,-76.234802,2008,,0,0,0,,0,0,1,0,0,0,0,0,0,0
3.437222,-76.522499,2008,,0,0,0,,0,0,0,0,1,0,0,0,0,0
3.6711111,-76.006111,2008,,0,0,0,,0,0,1,0,0,0,0,0,0,0
3.7231491,-75.483162,2008,,0,0,0,,0,0,1,0,0,0,0,0,0,0
3.761667,-76.662781,2008,,0,0,0,,0,0,0,0,0,1,0,0,0,0
4.0600352,-74.692116,2008,,0,0,0,,0,0,0,0,1,0,0,0,0,0
4.438889,-75.232224,2008,,0,0,0,,0,0,1,0,0,0,1,0,0,0
4.4455152,-69.798965,2008,,0,0,0,,0,0,1,0,0,0,0,0,0,0
5.4004798,-74.970741,2008,,0,0,0,,0,0,1,0,0,0,0,0,0,0
6.200757,-75.591766,2008,,0,0,0,,0,0,0,0,1,0,0,0,0,0
6.315197,-76.134201,2008,,0,0,0,,0,0,1,0,0,0,0,0,0,0
6.4609952,-71.730042,2008,,0,0,0,,0,0,1,0,0,0,0,0,0,0
6.9537578,-71.875229,2008,,0,0,0,,0,0,0,0,0,1,0,0,0,0
6.9632082,-75.417374,2008,,0,0,0,,0,0,1,0,0,0,0,0,0,0
7.0291672,-71.428055,2008,,0,0,0,,0,0,0,0,0,2,0,0,0,0
7.1711721,-75.764038,2008,,0,0,0,,0,0,0,0,1,0,0,0,1,0
7.5835829,-75.400681,2008,,0,0,0,,0,0,0,0,0,1,0,0,0,0
8.0409546,-72.865379,2008,,0,0,0,,0,0,1,0,0,0,0,0,0,0
.88370597,-77.503242,2009,,0,0,0,,0,0,0,0,0,1,0,0,0,0
1.258106,-75.665466,2009,,0,0,0,,0,0,1,0,0,0,0,0,0,0
1.696594,-78.24482,2009,,0,0,0,,0,0,0,0,1,0,0,0,0,0
1.773333,-75.201408,2009,,0,0,0,,0,0,0,0,0,1,0,0,0,0
1.798611,-78.815559,2009,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.129271,-72.155067,2009,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.1610351,-72.648544,2009,,0,0,0,,0,0,1,0,0,0,0,0,0,0
2.19593,-75.627769,2009,,0,0,0,,0,0,0,0,0,1,0,0,0,1
2.25563,-77.248764,2009,,0,0,0,,0,0,0,0,1,0,0,0,0,0
2.5728581,-72.645912,2009,,0,0,0,,0,0,1,0,0,0,0,0,0,0
2.583333,-75.449997,2009,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.771697,-77.665359,2009,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.8454001,-77.247917,2009,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.954813,-76.268387,2009,,0,0,0,,0,0,0,0,0,1,0,0,0,0
3.0358629,-76.407883,2009,,0,0,0,,0,0,0,0,0,1,0,0,0,0
3.1242831,-73.751564,2009,,0,0,0,,0,0,0,0,0,1,0,0,0,0
3.1730111,-76.262749,2009,,0,0,0,,0,0,0,0,0,1,0,0,0,0
3.240895,-74.354965,2009,,0,0,0,,0,0,0,0,1,0,0,0,0,0
3.3760641,-74.801498,2009,,0,0,0,,0,0,0,0,1,0,0,0,0,0
3.4594271,-72.22422,2009,,0,0,0,,0,0,1,0,0,1,0,0,0,0
3.530833,-75.680557,2009,,0,0,0,,0,0,0,0,0,2,0,0,0,0
3.5636289,-73.794884,2009,,0,0,0,,0,0,0,0,0,1,0,0,0,0
3.591466,-75.381775,2009,,0,0,0,,0,0,1,0,0,0,0,0,0,0
4.0846558,-76.195358,2009,,0,0,0,,0,0,1,0,0,0,0,0,0,0
4.566124,-74.962296,2009,,0,0,0,,0,0,0,0,0,1,0,0,0,0
4.649178,-74.062828,2009,,0,0,0,,0,0,1,0,0,0,0,0,0,0
6.4609952,-71.730042,2009,,0,0,0,,0,0,1,0,0,0,0,0,0,0
6.4851122,-75.019608,2009,,0,0,0,,0,0,1,0,0,0,0,0,0,0
8.5908327,-72.620277,2009,,0,0,0,,0,0,1,0,0,1,0,0,0,0
.235689,-76.484924,2010,,0,0,0,,0,0,1,0,0,0,0,0,0,0
.51327801,-76.500748,2010,,0,0,0,,0,0,0,0,0,1,0,0,0,0
.83017802,-77.649597,2010,,0,0,0,,0,0,1,0,0,0,0,0,0,0
1.334884,-74.842888,2010,,0,0,0,,0,0,1,0,0,1,0,0,0,0
1.53906,-72.288597,2010,,0,0,0,,0,0,1,0,0,0,0,0,0,0
1.798611,-78.815559,2010,,0,0,0,,0,0,0,0,0,1,0,0,0,0
1.878629,-76.275566,2010,,0,0,0,,0,0,1,0,0,0,0,0,0,0
1.905743,-75.15406,2010,,0,0,0,,0,0,0,0,0,1,0,0,0,0
1.9338911,-77.302528,2010,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.121722,-74.766144,2010,,0,0,0,,0,0,1,0,0,0,0,0,0,0
2.1836741,-73.784843,2010,,0,0,0,,0,0,1,0,0,0,0,0,0,0
2.2995651,-75.508751,2010,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.4519939,-76.810287,2010,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.4769101,-78.110489,2010,,0,0,0,,0,0,0,0,1,0,0,0,1,0
2.522953,-75.314919,2010,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.5435929,-75.808517,2010,,0,0,0,,0,0,1,0,0,1,0,0,0,0
2.570823,-77.885422,2010,,0,0,0,,0,0,0,0,1,0,0,0,0,0
2.6220591,-72.75724,2010,,0,0,0,,0,0,1,0,0,1,0,0,0,0
2.654722,-75.992775,2010,,0,0,0,,0,0,1,0,0,0,0,0,0,0
2.7570109,-76.617233,2010,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.8454001,-77.247917,2010,,0,0,0,,0,0,1,0,0,0,0,0,0,0
2.8916669,-75.4375,2010,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.927299,-75.281883,2010,,0,0,0,,0,0,1,0,1,0,0,0,0,0
2.938333,-73.208336,2010,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.9441421,-76.542786,2010,,0,0,0,,0,0,0,0,1,0,0,0,0,0
3.0169921,-73.369896,2010,,0,0,0,,0,0,1,0,0,1,0,0,0,0
3.1242831,-73.751564,2010,,0,0,0,,0,0,0,0,0,1,0,0,0,0
3.1969769,-75.645058,2010,,0,0,0,,0,0,2,0,0,0,0,0,0,0
3.240895,-74.354965,2010,,0,0,0,,0,0,2,0,0,0,0,0,0,0
3.591466,-75.381775,2010,,0,0,0,,0,0,1,0,0,0,0,0,0,0
3.7231491,-75.483162,2010,,0,0,0,,0,0,0,0,0,1,0,0,0,0
3.8800991,-77.031166,2010,,0,0,0,,0,0,0,0,1,0,0,0,0,0
5.8297219,-72.16333,2010,,0,0,0,,0,0,0,0,1,0,0,0,0,0
6.4609952,-71.730042,2010,,0,0,0,,0,0,1,0,0,0,0,0,0,0
6.792768,-71.771698,2010,,0,0,0,,0,0,1,0,0,1,0,0,0,0
7.0291672,-71.428055,2010,,0,0,0,,0,0,0,0,0,1,0,0,0,1
7.5835829,-75.400681,2010,,0,0,0,,0,0,0,0,0,1,0,0,0,0
7.5927238,-74.808578,2010,,0,0,0,,0,0,0,0,0,1,0,0,0,0
.83017802,-77.649597,2011,,0,0,0,,0,0,1,0,0,0,0,0,0,0
1.292047,-75.511665,2011,,0,0,0,,0,0,1,0,0,0,0,0,0,0
1.798611,-78.815559,2011,,0,0,0,,0,0,1,0,0,1,0,0,0,0
1.905743,-75.15406,2011,,0,0,0,,0,0,0,0,1,0,0,0,0,0
2.121722,-74.766144,2011,,0,0,0,,0,0,0,0,1,0,0,0,0,0
2.1836741,-73.784843,2011,,0,0,0,,0,0,1,0,0,0,0,0,0,0
2.2754779,-74.585709,2011,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.3403759,-77.231644,2011,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.7922511,-76.322586,2011,,0,0,0,,0,0,1,0,0,1,0,0,0,0
2.927299,-75.281883,2011,,0,0,0,,0,0,1,0,0,1,0,0,0,0
2.954813,-76.268387,2011,,0,0,0,,0,0,1,0,0,2,0,0,0,0
3.0207009,-76.240547,2011,,0,0,0,,0,0,1,0,0,0,0,0,0,0
3.0352221,-76.299667,2011,,0,0,0,,0,0,0,0,1,0,0,0,0,0
3.0358629,-76.407883,2011,,0,0,0,,0,0,1,0,0,2,0,0,0,0
3.1730111,-76.262749,2011,,0,0,0,,0,0,0,0,1,0,0,0,0,0
3.26074,-76.534988,2011,,0,0,0,,0,0,0,0,0,1,0,0,0,0
3.4211111,-76.24472,2011,,0,0,0,,0,0,0,0,0,1,0,0,0,0
3.437222,-76.522499,2011,,0,0,0,,0,0,0,0,0,1,0,0,0,0
3.8800991,-77.031166,2011,,0,0,0,,0,0,2,0,0,0,0,0,0,0
4.4455152,-69.798965,2011,,0,0,0,,0,0,1,0,0,0,0,0,0,0
5.9945841,-76.781204,2011,,0,0,0,,0,0,0,0,1,1,0,0,0,0
6.2272749,-75.536751,2011,,0,0,0,,0,0,0,0,0,1,0,0,0,0
6.792768,-71.771698,2011,,0,0,0,,0,0,0,0,0,1,0,0,0,0
6.9791961,-75.297234,2011,,0,0,0,,0,0,0,0,0,1,0,0,0,0
7.0291672,-71.428055,2011,,0,0,0,,0,0,1,0,0,0,0,0,0,0
7.1109571,-75.551521,2011,,0,0,0,,0,0,0,0,0,1,0,0,0,0
7.8643179,-72.716202,2011,,0,0,0,,0,0,0,0,0,1,0,0,0,0
8.0828876,-72.800705,2011,,0,0,0,,0,0,1,0,0,1,0,0,0,0
11.383208,-72.24321,2011,,0,0,0,,0,0,0,0,1,0,0,0,0,0
1.1811219,-77.961243,2012,,0,0,0,,0,0,1,0,0,0,0,0,0,0
1.476602,-75.439796,2012,,0,0,0,,0,0,1,0,0,0,0,0,0,0
2.1169579,-76.98214,2012,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.25563,-77.248764,2012,,0,0,0,,0,0,0,0,0,1,0,0,0,0
2.7818601,-76.348747,2012,,0,0,0,,0,0,0,0,0,1,0,0,0,0
3.0358629,-76.407883,2012,,0,0,0,,0,0,0,0,2,0,0,0,0,0
3.1242831,-73.751564,2012,,0,0,0,,0,0,1,0,1,0,0,0,0,0
3.8800991,-77.031166,2012,,0,0,0,,0,0,1,0,0,0,0,0,0,0
5.9642611,-75.101646,2012,,0,0,0,,0,0,1,0,0,0,0,0,0,0
6.6864738,-71.3424,2012,,0,0,0,,0,0,0,0,1,0,0,0,0,0
7.0799298,-74.698898,2012,,0,0,0,,0,0,0,0,0,1,0,0,0,0
7.666379,-76.681061,2012,,0,0,0,,0,0,1,0,0,0,0,0,0,0
7.7094231,-74.753426,2012,,0,0,0,,0,0,1,0,0,0,0,0,0,0
8.3233328,-73.148888,2012,,0,0,0,,0,0,1,0,0,0,0,0,0,0
9.0009155,-72.910858,2012,,0,0,0,,0,0,0,0,0,1,0,0,0,0
.45249999,-76.919167,2013,,0,0,0,,0,0,0,0,0,1,0,0,0,0
1.292047,-75.511665,2013,,0,0,0,,0,0,0,0,0,1,0,0,0,0
1.664722,-78.873886,2013,,0,0,0,,0,0,0,0,0,1,0,0,0,0
1.798611,-78.815559,2013,,0,0,0,,0,0,0,0,0,1,0,0,0,0
1.909494,-74.777283,2013,,0,0,0,,0,0,1,0,0,0,0,0,0,0
1.9338911,-77.302528,2013,,0,0,0,,0,0,1,0,0,0,0,0,0,0
2.121722,-74.766144,2013,,0,0,0,,0,0,1,0,0,0,0,0,0,0
6.4609952,-71.730042,2013,,0,0,0,,0,0,0,0,0,1,0,0,0,0
.83017802,-77.649597,2014,,0,0,0,,0,0,0,1,0,0,0,0,0,0
1.2814,-75.208481,2014,,0,0,0,,0,0,0,0,0,1,0,0,0,0
1.798611,-78.815559,2014,,0,0,0,,0,0,1,0,0,1,0,0,0,0
2.5159199,-76.404442,2014,,0,0,0,,0,0,1,0,0,0,0,0,0,0
2.954813,-76.268387,2014,,0,0,0,,0,0,0,0,1,0,0,0,0,0
3.240895,-74.354965,2014,,0,0,0,,0,0,1,0,0,0,0,0,0,0
3.4211111,-76.24472,2014,,0,0,0,,0,0,0,0,2,0,0,0,0,0
3.5636289,-73.794884,2014,,0,0,0,,0,0,1,0,0,0,0,0,0,0
6.4609952,-71.730042,2014,,0,0,0,,0,0,2,0,0,0,0,0,0,0
7.1711721,-75.764038,2014,,0,0,0,,0,0,2,0,0,0,0,0,0,0
7.2638898,-73.301109,2014,,0,0,0,,0,0,0,0,0,1,0,0,0,0
7.8235741,-75.883987,2014,,0,0,0,,0,0,0,0,0,1,0,0,0,0
8.8046703,-72.802116,2014,,0,0,0,,0,0,0,0,0,1,0,0,0,0
1.798611,-78.815559,2015,,0,0,0,,0,0,0,0,0,1,0,0,0,1
2.121722,-74.766144,2015,,0,0,0,,0,0,0,0,0,1,0,0,0,1
6.5383301,-76.876801,2015,,0,0,0,,0,0,1,0,0,0,0,0,0,0
7.0799298,-74.698898,2015,,0,0,0,,0,0,1,0,0,0,1,0,0,0
